recid,location,event,eventType,xcoord,ycoord,dt,_date,_time
4339,900 BLOCK OF E BRAMBLETON AVENUE                                                                                                                                                                        ,Rainy Monday (9/8/2014)                                                                             ,Flooded street                                    ,12132896.46832210   ,3477327.27729879    ,2014-09-09 08:13:26.000,9/9/2014  ,2014-09-09 08:13:26.000
4340,8651 STURGIS STREET                                                                                                                                                                                     ,Rainy Monday (9/8/2014)                                                                             ,Flooded street                                    ,12144014.44345      ,3508298.97110       ,2014-09-09 08:21:26.000,9/9/2014  ,2014-09-09 08:21:26.000
4341,BRACEY STREET & SUTTON STREET                                                                                                                                                                           ,Rainy Monday (9/8/2014)                                                                             ,Flooded street                                    ,12134338.00013050   ,3481688.75003220    ,2014-09-09 08:35:46.000,9/9/2014  ,2014-09-09 08:35:46.000
4342,3661 E VIRGINIA BEACH BOULEVARD                                                                                                                                                                         ,Rainy Monday (9/8/2014)                                                                             ,Flooded street                                    ,12145093.36057      ,3478536.88877       ,2014-09-09 09:47:27.000,9/9/2014  ,2014-09-09 09:47:27.000
4349,GRANBY STREET & WEST BELVEDERE ROAD                                                                                                                                                                     ,NAPSG (9/13/2014)                                                                                   ,Flooded street                                    ,12132224.99986400   ,3493017.50006252    ,2014-09-13 07:30:56.000,9/13/2014 ,2014-09-13 07:30:56.000
4357,6000 BLOCK OF SOUTH RIVER ROAD                                                                                                                                                                          ,NAPSG (9/13/2014)                                                                                   ,Flooded street                                    ,12129832.84034500   ,3492868.63014178    ,2014-09-13 07:42:24.000,9/13/2014 ,2014-09-13 07:42:24.000
4360,NEWPORT CRESCENT & SOUTH RIVER ROAD                                                                                                                                                                     ,NAPSG (9/13/2014)                                                                                   ,Flooded street                                    ,12130113.00014090   ,3493227.24995452    ,2014-09-13 07:43:12.000,9/13/2014 ,2014-09-13 07:43:12.000
4361,131 WEST BELVEDERE ROAD                                                                                                                                                                                 ,NAPSG (9/13/2014)                                                                                   ,Flooded street                                    ,12131400.45201      ,3492592.04142       ,2014-09-13 11:23:50.000,9/13/2014 ,2014-09-13 11:23:50.000
4362,7900 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,Saturday Storm 9/13 (9/13/2014)                                                                     ,Flooded street                                    ,12121616.63805710   ,3502591.60440539    ,2014-09-13 16:31:36.000,9/13/2014 ,2014-09-13 16:31:36.000
4363,8000 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,Saturday Storm 9/13 (9/13/2014)                                                                     ,Flooded street                                    ,12120973.36394500   ,3503651.17819808    ,2014-09-13 16:32:18.000,9/13/2014 ,2014-09-13 16:32:18.000
4364,8100 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,Saturday Storm 9/13 (9/13/2014)                                                                     ,Flooded street                                    ,12120806.00009030   ,3504252.50002001    ,2014-09-13 16:32:45.000,9/13/2014 ,2014-09-13 16:32:45.000
4367,4601 MAYFLOWER ROAD                                                                                                                                                                                     ,HEAVY RAIN (9/24/2014)                                                                              ,Flooded street                                    ,12130843.86091      ,3489020.30535       ,2014-09-24 11:36:31.000,9/24/2014 ,2014-09-24 11:36:31.000
4371,1000 BLOCK OF W BRAMBLETON AVENUE                                                                                                                                                                       ,unnamed  (9/29/2014)                                                                                ,Flooded street                                    ,12124465.50328110   ,3480605.85077524    ,2014-11-01 17:32:51.000,11/1/2014 ,2014-11-01 17:32:51.000
4372,HAMPTON BOULEVARD & LARCHMONT CRESCENT                                                                                                                                                                  ,unnamed  (9/29/2014)                                                                                ,Flooded street                                    ,12125347.50003260   ,3493134.12502478    ,2014-11-01 18:01:33.000,11/1/2014 ,2014-11-01 18:01:33.000
4373,900 BLOCK OF E OCEAN VIEW AVENUE                                                                                                                                                                        ,STORM 11/17/14 (11/17/2014)                                                                         ,Flooded street                                    ,12142917.49507730   ,3512446.36928773    ,2014-11-17 16:14:26.000,11/17/2014,2014-11-17 16:14:26.000
4374,E LITTLE CREEK ROAD & FORT WORTH AVENUE                                                                                                                                                                 ,unnamed  (11/23/2014)                                                                               ,Flooded street                                    ,12136125.99991400   ,3501252.74994876    ,2014-12-24 16:45:51.000,12/24/2014,2014-12-24 16:45:51.000
4375,5TH BAY STREET & E OCEAN VIEW AVENUE                                                                                                                                                                    ,unnamed  (11/23/2014)                                                                               ,Flooded street                                    ,12151859.00007820   ,3507840.50013217    ,2014-12-24 19:14:19.000,12/24/2014,2014-12-24 19:14:19.000
4376,5200 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,unnamed  (11/23/2014)                                                                               ,Flooded street                                    ,12125193.72450800   ,3491096.65572417    ,2015-01-18 11:22:45.000,1/18/2015 ,2015-01-18 11:22:45.000
4377,1000 BLOCK OF CRAIG STREET                                                                                                                                                                              ,unnamed  (11/23/2014)                                                                               ,Flooded street                                    ,12132311.99996430   ,3468059.74996148    ,2015-01-18 11:23:28.000,1/18/2015 ,2015-01-18 11:23:28.000
4399,7800 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12122732.46442560   ,3501362.80493250    ,2015-04-14 20:52:33.000,4/14/2015 ,2015-04-14 20:52:33.000
4400,300 BLOCK OF E LITTLE CREEK ROAD                                                                                                                                                                        ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12136613.53335050   ,3501468.00149299    ,2015-04-14 20:53:00.000,4/14/2015 ,2015-04-14 20:53:00.000
4403,200 BLOCK OF HARVARD STREET                                                                                                                                                                             ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12132465.00007560   ,3497947.37505528    ,2015-06-02 14:17:57.000,6/2/2015  ,2015-06-02 14:17:57.000
4404,900 BLOCK OF E OCEAN VIEW AVENUE                                                                                                                                                                        ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12142917.49507730   ,3512446.36928773    ,2015-06-02 14:21:35.000,6/2/2015  ,2015-06-02 14:21:35.000
4405,1500 BLOCK OF E OCEAN VIEW AVENUE                                                                                                                                                                       ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12146336.51909470   ,3510066.57714324    ,2015-06-02 14:21:57.000,6/2/2015  ,2015-06-02 14:21:57.000
4406,1600 BLOCK OF E OCEAN VIEW AVENUE                                                                                                                                                                       ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12146800.27853670   ,3509800.51554248    ,2015-06-02 14:22:16.000,6/2/2015  ,2015-06-02 14:22:16.000
4407,200 BLOCK OF E LITTLE CREEK ROAD                                                                                                                                                                        ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12135250.50001100   ,3500730.37504752    ,2015-06-02 14:22:43.000,6/2/2015  ,2015-06-02 14:22:43.000
4408,1200 BLOCK OF JOHNSTONS ROAD                                                                                                                                                                            ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12143939.30503840   ,3497912.30767411    ,2015-06-02 14:58:16.000,6/2/2015  ,2015-06-02 14:58:16.000
4409,1300 BLOCK OF JOHNSTONS ROAD                                                                                                                                                                            ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12144608.89327050   ,3497967.91623451    ,2015-06-02 14:58:38.000,6/2/2015  ,2015-06-02 14:58:38.000
4410,19TH BAY STREET & PLEASANT AVENUE                                                                                                                                                                       ,unnamed  (3/2/2015)                                                                                 ,Flooded street                                    ,12156459.70838280   ,3505945.72229423    ,2015-06-02 15:16:41.000,6/2/2015  ,2015-06-02 15:16:41.000
4429,2700 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,unnamed  (7/2/2015)                                                                                 ,Flooded street                                    ,12125763.99991620   ,3486459.25002699    ,2015-07-04 21:42:42.000,7/4/2015  ,2015-07-04 21:42:42.000
4430,CROMWELL ROAD & TAIT TERRACE                                                                                                                                                                            ,unnamed  (7/2/2015)                                                                                 ,Flooded street                                    ,12141095.00005620   ,3483362.50008252    ,2015-07-11 13:37:00.000,7/11/2015 ,2015-07-11 13:37:00.000
4431,4100 BLOCK OF E VIRGINIA BEACH BOULEVARD                                                                                                                                                                ,unnamed  (7/2/2015)                                                                                 ,Flooded street                                    ,12146319.50002660   ,3479053.12512174    ,2015-07-11 13:37:45.000,7/11/2015 ,2015-07-11 13:37:45.000
4432,5600 BLOCK OF RABY ROAD                                                                                                                                                                                 ,unnamed  (7/2/2015)                                                                                 ,Flooded street                                    ,12152146.09613140   ,3480828.32582806    ,2015-07-11 13:54:16.000,7/11/2015 ,2015-07-11 13:54:16.000
4433,2500 BLOCK OF BALLENTINE BOULEVARD                                                                                                                                                                      ,unnamed  (7/2/2015)                                                                                 ,Flooded street                                    ,12140651.49996800   ,3482898.62504807    ,2015-07-11 14:02:59.000,7/11/2015 ,2015-07-11 14:02:59.000
4434,E VIRGINIA BEACH BOULEVARD & N NEWTOWN ROAD                                                                                                                                                             ,unnamed  (7/2/2015)                                                                                 ,Flooded street                                    ,12162301.49994640   ,3478875.74993489    ,2015-07-11 14:04:17.000,7/11/2015 ,2015-07-11 14:04:17.000
4435,RABY ROAD & E VIRGINIA BEACH BOULEVARD                                                                                                                                                                  ,unnamed  (7/2/2015)                                                                                 ,Flooded street                                    ,12150197.09306850   ,3479271.81338021    ,2015-07-11 14:07:01.000,7/11/2015 ,2015-07-11 14:07:01.000
4437,300 BLOCK OF SHIRLEY AVENUE                                                                                                                                                                             ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12129258.71696490   ,3481752.75737016    ,2015-07-11 14:09:33.000,7/11/2015 ,2015-07-11 14:09:33.000
4438,LLEWELLYN AVENUE & SHIRLEY AVENUE                                                                                                                                                                       ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12129725.00001900   ,3481565.87505461    ,2015-07-11 14:10:38.000,7/11/2015 ,2015-07-11 14:10:38.000
4439,ROBIN HOOD ROAD & SHERWOOD FOREST LANE                                                                                                                                                                  ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12144686.99998320   ,3486649.49985855    ,2015-07-11 14:19:18.000,7/11/2015 ,2015-07-11 14:19:18.000
4440,LINDENWOOD AVENUE & TIDEWATER DRIVE                                                                                                                                                                     ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12135481.00009240   ,3482596.12499764    ,2015-07-11 14:20:04.000,7/11/2015 ,2015-07-11 14:20:04.000
4441,AZALEA GARDEN ROAD & E VIRGINIA BEACH BOULEVARD                                                                                                                                                         ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12146311.00012530   ,3479089.50011350    ,2015-07-11 14:24:27.000,7/11/2015 ,2015-07-11 14:24:27.000
4442,3800 BLOCK OF E PRINCESS ANNE ROAD                                                                                                                                                                      ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12144719.22811390   ,3482703.38476618    ,2015-07-11 14:51:52.000,7/11/2015 ,2015-07-11 14:51:52.000
4443,LINDENWOOD AVENUE & TIDEWATER DRIVE                                                                                                                                                                     ,Thunderstorm (7/11/2015)                                                                            ,Flooded underpass                                 ,12135481.00009240   ,3482596.12499764    ,2015-07-11 14:54:01.000,7/11/2015 ,2015-07-11 14:54:01.000
4444,SAINT JULIAN AVENUE & TIDEWATER DRIVE                                                                                                                                                                   ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12134859.99994590   ,3480804.24995621    ,2015-07-11 15:01:18.000,7/11/2015 ,2015-07-11 15:01:18.000
4445,AZALEA GARDEN ROAD & E PRINCESS ANNE ROAD                                                                                                                                                               ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12145504.49997650   ,3483016.37495333    ,2015-07-11 15:14:42.000,7/11/2015 ,2015-07-11 15:14:42.000
4447,1100 BLOCK OF GEORGETOWN ROAD                                                                                                                                                                           ,Thunderstorm (7/11/2015)                                                                            ,Flooded street                                    ,12154904.07066340   ,3480753.89613619    ,2015-07-11 15:48:04.000,7/11/2015 ,2015-07-11 15:48:04.000
4458,900 BLOCK OF BAGNALL ROAD                                                                                                                                                                               ,09/02/15 (9/2/2015)                                                                                 ,Flooded street                                    ,12133471.29603000   ,3478200.46488005    ,2015-09-02 18:42:27.000,9/2/2015  ,2015-09-02 18:42:27.000
4468,401 MONTICELLO AVENUE                                                                                                                                                                                   ,unnamed  (9/17/2015)                                                                                ,Flooded street                                    ,12129761.00036      ,3476951.75059       ,2015-09-23 14:37:57.000,9/23/2015 ,2015-09-23 14:37:57.000
4469,38TH STREET & GRANBY STREET                                                                                                                                                                             ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12131553.00015230   ,3487740.49986890    ,2015-09-24 18:31:50.000,9/24/2015 ,2015-09-24 18:31:50.000
4472,9519 17TH BAY STREET                                                                                                                                                                                    ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12155509.69338      ,3505427.92956       ,2015-09-25 12:37:39.000,9/25/2015 ,2015-09-25 12:37:39.000
4474,6000 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12125322.66376660   ,3493263.67597999    ,2015-09-26 08:46:20.000,9/26/2015 ,2015-09-26 08:46:20.000
4475,W OLNEY ROAD & BOUSH STREET                                                                                                                                                                             ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12129207.00001840   ,3478802.50015143    ,2015-09-26 08:48:55.000,9/26/2015 ,2015-09-26 08:48:55.000
4476,COLONIAL AVENUE & MASSACHUSETTS AVENUE                                                                                                                                                                  ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12130493.99991850   ,3490264.99997529    ,2015-09-26 11:12:43.000,9/26/2015 ,2015-09-26 11:12:43.000
4477,DELAWARE AVENUE & MAYFLOWER ROAD                                                                                                                                                                        ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12129580.00000920   ,3489050.37497292    ,2015-09-26 21:18:51.000,9/26/2015 ,2015-09-26 21:18:51.000
4478,COLONIAL AVENUE & NEW HAMPSHIRE AVENUE                                                                                                                                                                  ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12130548.99992770   ,3490539.24984945    ,2015-09-26 21:19:24.000,9/26/2015 ,2015-09-26 21:19:24.000
4479,COLONIAL AVENUE & MAYFLOWER ROAD                                                                                                                                                                        ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12130548.99992770   ,3490539.24984945    ,2015-09-26 21:19:55.000,9/26/2015 ,2015-09-26 21:19:55.000
4480,MAYFLOWER ROAD & NEWPORT AVENUE                                                                                                                                                                         ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12130051.00010200   ,3491198.50010236    ,2015-09-26 21:20:16.000,9/26/2015 ,2015-09-26 21:20:16.000
4481,W VIRGINIA BEACH BOULEVARD & LLEWELLYN AVENUE                                                                                                                                                           ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12129060.33909390   ,3479121.27531038    ,2015-09-26 21:20:45.000,9/26/2015 ,2015-09-26 21:20:45.000
4482,DUKE STREET & W BRAMBLETON AVENUE                                                                                                                                                                       ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12128896.00006670   ,3478030.24997978    ,2015-09-26 21:21:33.000,9/26/2015 ,2015-09-26 21:21:33.000
4483,MASSACHUSETTS AVENUE & MAYFLOWER ROAD                                                                                                                                                                   ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12129987.00007700   ,3490389.37498174    ,2015-09-26 21:24:25.000,9/26/2015 ,2015-09-26 21:24:25.000
4484,E BRAMBLETON AVENUE & ROSWELL AVENUE                                                                                                                                                                    ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12133141.99998830   ,3477128.24998665    ,2015-09-26 21:35:56.000,9/26/2015 ,2015-09-26 21:35:56.000
4485,E CHARLOTTE STREET & WALKE STREET                                                                                                                                                                       ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12132635.99990390   ,3476010.99994333    ,2015-09-26 21:36:30.000,9/26/2015 ,2015-09-26 21:36:30.000
4486,E CITY HALL AVENUE & TIDEWATER DRIVE                                                                                                                                                                    ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12132506.99993960   ,3474795.99985512    ,2015-09-26 22:13:42.000,9/26/2015 ,2015-09-26 22:13:42.000
4489,E CHARLOTTE STREET & TIDEWATER DRIVE                                                                                                                                                                    ,Noreaster (9/24/2015)                                                                               ,Flooded street                                    ,12133207.99999930   ,3475787.99984896    ,2015-09-27 10:09:36.000,9/27/2015 ,2015-09-27 10:09:36.000
4490,4000 BLOCK OF LLEWELLYN AVENUE                                                                                                                                                                          ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12131066.00001390   ,3488820.62506330    ,2015-09-30 11:14:16.000,9/30/2015 ,2015-09-30 11:14:16.000
4492,4TH VIEW STREET & W OCEAN VIEW AVENUE                                                                                                                                                                   ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12137041.99996660   ,3516670.00001742    ,2015-09-30 23:59:58.000,9/30/2015 ,2015-09-30 23:59:58.000
4493,8100 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12120806.00009030   ,3504252.50002001    ,2015-10-01 00:00:58.000,10/1/2015 ,2015-10-01 00:00:58.000
4494,W OLNEY ROAD & BOUSH STREET                                                                                                                                                                             ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12129207.00001840   ,3478802.50015143    ,2015-10-01 00:03:57.000,10/1/2015 ,2015-10-01 00:03:57.000
4495,BOUSH STREET & W BRAMBLETON AVENUE                                                                                                                                                                      ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12129270.88370390   ,3478040.72855724    ,2015-10-01 00:08:03.000,10/1/2015 ,2015-10-01 00:08:03.000
4496,1200 BLOCK OF SURREY CRESCENT                                                                                                                                                                           ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12125136.89585700   ,3493420.34304689    ,2015-10-01 10:29:36.000,10/1/2015 ,2015-10-01 10:29:36.000
4497,1300 BLOCK OF SURREY CRESCENT                                                                                                                                                                           ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12124739.42375600   ,3493798.69905901    ,2015-10-01 10:36:14.000,10/1/2015 ,2015-10-01 10:36:14.000
4498,1600 BLOCK OF TARRALL AVENUE                                                                                                                                                                            ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12136936.50003480   ,3489894.87501366    ,2015-10-01 11:03:33.000,10/1/2015 ,2015-10-01 11:03:33.000
4499,GRANBY STREET & LLEWELLYN AVENUE                                                                                                                                                                        ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12131873.00011980   ,3490069.74994274    ,2015-10-01 11:03:49.000,10/1/2015 ,2015-10-01 11:03:49.000
4500,6200 BLOCK OF ROLFE AVENUE                                                                                                                                                                              ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12122722.00008090   ,3494481.12513500    ,2015-10-01 11:41:08.000,10/1/2015 ,2015-10-01 11:41:08.000
4501,1000 BLOCK OF CAMBRIDGE CRESCENT                                                                                                                                                                        ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12126713.82280420   ,3493655.79378957    ,2015-10-01 11:43:31.000,10/1/2015 ,2015-10-01 11:43:31.000
4502,6100 BLOCK OF CARROLL PLACE                                                                                                                                                                             ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12127044.09037320   ,3493485.88320421    ,2015-10-01 11:44:28.000,10/1/2015 ,2015-10-01 11:44:28.000
4503,500 BLOCK OF MAYFLOWER ROAD                                                                                                                                                                             ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12130416.58636760   ,3490956.72519214    ,2015-10-01 11:46:36.000,10/1/2015 ,2015-10-01 11:46:36.000
4504,600 BLOCK OF MAYFLOWER ROAD                                                                                                                                                                             ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12129445.37509390   ,3491042.12508343    ,2015-10-01 11:47:17.000,10/1/2015 ,2015-10-01 11:47:17.000
4505,1500 BLOCK OF CATALPA STREET                                                                                                                                                                            ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12122839.02993140   ,3493368.19707142    ,2015-10-01 11:48:15.000,10/1/2015 ,2015-10-01 11:48:15.000
4506,100 BLOCK OF FILBERT STREET                                                                                                                                                                             ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12133321.25988320   ,3496589.47858331    ,2015-10-01 11:51:32.000,10/1/2015 ,2015-10-01 11:51:32.000
4507,200 BLOCK OF FILBERT STREET                                                                                                                                                                             ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12134090.49993200   ,3496350.00003199    ,2015-10-01 11:52:22.000,10/1/2015 ,2015-10-01 11:52:22.000
4508,COLONIAL AVENUE & MASSACHUSETTS AVENUE                                                                                                                                                                  ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12130493.99991850   ,3490264.99997529    ,2015-10-01 12:10:24.000,10/1/2015 ,2015-10-01 12:10:24.000
4509,800 BLOCK OF 51ST STREET                                                                                                                                                                                ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12127292.97068320   ,3490767.44334942    ,2015-10-01 12:14:19.000,10/1/2015 ,2015-10-01 12:14:19.000
4510,TIDEWATER DRIVE & RUFFNER STREET                                                                                                                                                                        ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12133384.99994300   ,3476280.87507411    ,2015-10-01 12:50:44.000,10/1/2015 ,2015-10-01 12:50:44.000
4511,6500 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12125066.61499210   ,3495202.38973828    ,2015-10-01 13:08:06.000,10/1/2015 ,2015-10-01 13:08:06.000
4512,6000 BLOCK OF HAMPTON BOULEVARD                                                                                                                                                                         ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12125322.66376660   ,3493263.67597999    ,2015-10-01 13:23:55.000,10/1/2015 ,2015-10-01 13:23:55.000
4513,3530 BAPAUME AVENUE                                                                                                                                                                                     ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12138338.50053      ,3489193.58254       ,2015-10-01 13:48:31.000,10/1/2015 ,2015-10-01 13:48:31.000
4514,4100 BLOCK OF LLEWELLYN AVENUE                                                                                                                                                                          ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12131229.63306190   ,3489253.68990160    ,2015-10-02 01:10:48.000,10/2/2015 ,2015-10-02 01:10:48.000
4515,DUKE STREET & W OLNEY ROAD                                                                                                                                                                              ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12128851.37051270   ,3478992.19513902    ,2015-10-02 01:31:38.000,10/2/2015 ,2015-10-02 01:31:38.000
4516,E CHARLOTTE STREET & TIDEWATER DRIVE                                                                                                                                                                    ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12133207.99999930   ,3475787.99984896    ,2015-10-02 02:04:39.000,10/2/2015 ,2015-10-02 02:04:39.000
4517,E CHARLOTTE STREET & WALKE STREET                                                                                                                                                                       ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12132635.99990390   ,3476010.99994333    ,2015-10-02 02:04:53.000,10/2/2015 ,2015-10-02 02:04:53.000
4519,E PRINCESS ANNE ROAD & TIDEWATER DRIVE                                                                                                                                                                  ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12134267.99999020   ,3479018.87498735    ,2015-10-02 06:27:39.000,10/2/2015 ,2015-10-02 06:27:39.000
4520,6455 KNOX ROAD                                                                                                                                                                                          ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12140572.84140      ,3493926.47061       ,2015-10-02 07:38:35.000,10/2/2015 ,2015-10-02 07:38:35.000
4522,E VIRGINIA BEACH BOULEVARD & TIDEWATER DRIVE                                                                                                                                                            ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12134007.99991830   ,3478239.25001462    ,2015-10-02 07:49:43.000,10/2/2015 ,2015-10-02 07:49:43.000
4523,500 BLOCK OF W LITTLE CREEK ROAD                                                                                                                                                                        ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12130695.00000920   ,3500556.87496141    ,2015-10-02 07:50:13.000,10/2/2015 ,2015-10-02 07:50:13.000
4524,1029 PHILPOTTS ROAD                                                                                                                                                                                     ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12142686.36153      ,3494575.64002       ,2015-10-02 08:43:10.000,10/2/2015 ,2015-10-02 08:43:10.000
4526,7948 ARDMORE ROAD                                                                                                                                                                                       ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12142489.05669      ,3501067.44367       ,2015-10-02 09:10:57.000,10/2/2015 ,2015-10-02 09:10:57.000
4527,300 BLOCK OF E LITTLE CREEK ROAD                                                                                                                                                                        ,Joaquin (9/29/2015)                                                                                 ,Flooded street                                    ,12136613.53335050   ,3501468.00149299    ,2015-10-02 09:18:59.000,10/2/2015 ,2015-10-02 09:18:59.000
